Tweet;Creation_date;Name;User;location;retweets;favorites;friends_count;followers_count;Classification
Blu (Jesse Eisenberg) é uma arara azul que nasceu no Rio de Janeiro mas, capturada na floresta, foi parar na fria Minnesota, nos Estados Unidos. Lá é criada por Linda (Leslie Mann), com quem tem um forte laço afetivo. Um dia, Túlio (Rodrigo Santoro) entra na vida de ambos.;Rio de Janeiro 🇧🇷 · #Paisverso;RioDoPV;24/11/2020 16:47;;0;0;128;109;0
@sardinhes Muito bonita sua iniciativa contra a extinção da arara azul;joao quebra toco;bachegola;24/11/2020 14:58;Londrina, Brasil;0;2;258;197;1
"Três filhotes de arara-azul, espécie ameaçada de extinção, nasceram no Zooparque de Itatiba (SP) por incubação artificial. É a primeira vez que a espécie se reproduz no local.

Uma notícia boa! ❤️

https://t.co/ffU4gEdN4L";Quebrando o Tabu;QuebrandoOTabu;24/11/2020 14:30;;92;1992;319;2548591;1
@rainbyuI Desenha uma arara azul;ᨦ vih ദ;byulartic;24/11/2020 12:19;she/her ;0;0;2068;1919;0
Arara azul eh a coisa mai fofa do mundo nho nho https://t.co/jwsXAgzxxP;𝕷𝖎𝖕𝖊 📚 ✨;filpemmtus;24/11/2020 11:30;;0;0;737;562;1
#AjudaPantanal Em meio à devastação provocada pelas #queimadas no #Pantanal, espécies sobreviventes, como a arara-azul, agora precisam encontrar abrigo e alimento, além de escapar da predação. Apoie nosso trabalho em defensa da vida no Pantanal: https://t.co/aoIrLsa9J9 p https://t.co/MTufLpHPRf;WWF-Brasil;WWF_Brasil;24/11/2020 11:27;Brazil;20;72;597;461151;1
"@W0NIELIST nome: ranny
gênero: fluído
sexualidade: pan
altura: 1,67
signo: capricornio
de onde é: pe
cor de cabelo: castanho
animal fav: arara azul, baleia, gato e coelho mas gosto de mais um bocado 
dia ou noite: noite!";honey;hoonpoetry;24/11/2020 05:22;개와 늑대의 그 시간엔 마법 속에 갇히고파 Blue hour! 너는 나만의 special 하나뿐인 내 special 꿈의 문이 열리고 추억 속 넌 현실로.;0;1;376;286;0
@GeracaoNintendo @LuigiOne12 É a Arara Azul do fime Rio?;Mr. Ketch;Mr_Ketch_;24/11/2020 02:48;Alone...?;0;5;417;302;0
@do_bahea @kmuniz30 @ECBahia Prefiro a Arara azul de Aço. Superman é muito americanizado.;Comento nos comentários alheios;Lincos_Rocha;24/11/2020 02:34;Pôrto Seguro - BA;0;1;170;23;0
"@ECBahia O mascote do Bahia é americanizado. Mas bem que podia ser um nacional ""Arara Azul de aço.""";Comento nos comentários alheios;Lincos_Rocha;24/11/2020 02:33;Pôrto Seguro - BA;0;1;170;23;0
Como comprar arara azul sem pagar imposto?;Heitoryoutube18;Heitoryoutube;24/11/2020 02:33;No cu do meu tio;0;0;94;30;-1
@oocbrazil Foda que ela é uma arara azul e eu sou só um pombo tlg;André Barbosa;AndreBarbosaFr;24/11/2020 00:03;eu tbm estou tentando me achar;0;1;100;21;0
@Danylawyer1 @arara_ Porém com os correios é diferente! hj em dia temos meios de entregas como por exemplo temos empresas privadas comprando aviões ou aeroportos aderindo ao serviço de entregas (como a AZUL, por mais que não seja novidade no sudeste,sul ou centro-oeste.Por aqui é.);Lucas Natanael;LucasLz17;23/11/2020 23:30;Maceió-AL;0;0;402;26;0
@badgalrcr @arara_ historicamente não porém nos ultimos anos sim como por exemplo a unidade de destribuição da amazon em recife e a AZUL em Maceió;Lucas Natanael;LucasLz17;23/11/2020 23:23;Maceió-AL;0;0;402;26;0
"Jogabilidade é o melhor canal da twitch, sem dúvidas!
o povo fez uma live de 48hrs maravilhosa. Queriam arrecadar 15k pro Instituto Arara Azul e Instituto Homem Pantaneiro e conseguiram + de 61k. Fizeram sorteio de jogos, consoles... TODO A GRANA VAI PROS INSTITUTOS!";Lion;leonamlopes;23/11/2020 22:33;Brazil;0;0;931;613;0
"@Yata_Lol comenta um ""."" que eu faço uma análise de você

• seu apelido na minha cabeça:enzo
• gosto de você: arara azul
• oq acho de você: zoológico
• o quão próximo somos:egito";☃️𝚕𝚎𝚔𝚘 𝚗𝚊𝚝𝚊𝚕𝚒𝚗𝚘❄️;Lekomene;23/11/2020 22:19;n sei escreve direito;0;1;358;308;0
@gabriel_tanan @szrobztone @arara_ @TotalExpress mas isso dependendo do investimento sobre elas é totalmente notorio que os correios tem muito mais do que essas privadas e elas sim prestam um serviço descente para os nordestinos a AZUL mesmo ajudou bastante aos MEI daqui;Lucas Natanael;LucasLz17;23/11/2020 21:50;Maceió-AL;0;1;402;26;0
@gabriel_tanan @szrobztone @arara_ eu e meus pais fizemos produção de mascaras para a quarentena e conseguimos um cliente em SP o correios me cobrou cerca de 80 conto sendo que a encomenda iria chega lá depois de mes a AZUL fez o mesmo preço e a encomenda chegou em 2 DIAS;Lucas Natanael;LucasLz17;23/11/2020 21:35;Maceió-AL;0;1;402;26;0
@gabriel_tanan @szrobztone @arara_ @gabriel_tanan é obvio que tem empresas foda poahhh tem a @TotalExpress  que trouxe minha mercadoria em 4 DIAS , tem a SEQUOIA que trouxe minha encomenda em 1 SEMANA e tem também a AZUL e só para complementar;Lucas Natanael;LucasLz17;23/11/2020 21:34;Maceió-AL;0;1;402;26;0
"Caralho, o trampo MONSTRUOSO do @jogabilidade que arrecadou em menos de 48h de live na Twitch &gt;R$52K&lt; que serão revestidos ao Instituto Arara Azul e Instituto Homem Pantaneiro, para ajudar contra os incêndios no Pantanal!!! Lindos demais!!!
@maajin @Sushi0 @rafaelqa @tengumaru";Mateus Santos;mateusjsan;23/11/2020 20:59;Bello Horizonte, Brasil;0;4;297;126;0
@eikebatista Lauro diz q a  Eneva está perto de anunciar compra do polo de Urucu, da Petrobras, localizado na Bacia do Solimões (AM). No polo estão sete concessões de produção de petróleo e gás natural: Carapanaúba, Leste do Urucu, Rio Urucu, Araracanga, Arara Azul, Cupiúba;Thereza Fontoura;therezafontoura;23/11/2020 19:59;;0;0;180;322;0
@ReservaTin Arara Azul e Abelha;Micael 🎈;PKallzey;23/11/2020 19:31;;0;0;927;451;0
@mateus505_ manivela virou uma arara azul do oeste por uns minutos;lut, o coroninha;euocrona;23/11/2020 18:26;Jacareí, Brasil;0;2;330;54436;0
toda a renda arrecadada durante a live será revertida ao Instituto Arara Azul e Instituto Homem Pantaneiro, organizações que estão trabalhando para recuperar os danos causados pelos incêndios no Pantanal. doa aí também! #jogabiliday https://t.co/ev9rmwAcaV;mikannn;hey_mika;23/11/2020 18:09;São Paulo, Brazil;18;89;3783;186933;0
@junindadozekkk @maiconkusterkk Uuuumm chama nois pro churras de arara azul;danz;danz94151668;23/11/2020 17:19;;0;0;19;0;0
"já tá em 40 mil a arrecadação para o Instituto Arara Azul e o Instituto Homem Pantaneiro

começaram achando que bater 15 era difícil

os manés não têm noção do poder positivo de uma comunidade bem nutrida

vai lá que ajudar concorre a um monte de consoles

https://t.co/hDA5Q6JTte";Caio Corraini 🌊;CaioCorraini;23/11/2020 15:41;São Paulo;20;180;325;33571;0
"@ReservaTin arara azul e abelha&gt;&gt;&gt;&gt;&gt;";𝐲𝐚𝐧 𝐟𝐫𝐨𝐦 𝐫𝐢𝐨;yanisresilient;23/11/2020 15:35;moonlight ;0;1;2228;1677;0
@ReservaTin Arara azul so pq eu tava kkkk;Brυɴα;brunanitta;23/11/2020 15:26;since 2013 by your ɑnittɑ;0;2;1442;2159;0
@Casimiro Arara azul não é selvagem, inclusive as que vc me vendeu eram bem dóceis;Guilherme;Guilher60319408;23/11/2020 15:09;;0;0;45;4;-1
@ReservaTin Pantera e Arara azul;𝐀𝐍𝐆𝐄𝐋;mundoanitter;23/11/2020 15:06;Brasil;0;0;1297;1514;0
@jxnivr_ Ue e aquela arara azul q tu me vendeu ontem? Depositei hj;Gusfring 😡;Gusfring021;23/11/2020 14:39;Tere rj;0;0;515;477;-1
"Gabiru
Arara-azul
Tucano
Tubarão
Sagui https://t.co/WYQOIj1XZz";BEBIDA SABOR ÁGUA;ewertu;23/11/2020 13:45;Cavaleiro, PE;0;1;671;470;0
@informandopop Tá tão sem graça sem o loro, eles podiam colocar um novo animal, uma arara azul qualquer coisa;J🪐ÃO;Mrcarterfeud;23/11/2020 13:42;Belo Horizonte, Brasil;0;0;528;415;0
@Casimiro e aquela arara-azul q ce me vendeu;Drico mago🇧🇷;AdrianoszZZ;23/11/2020 13:35;Rio de Janeiro, Brasil;0;0;344;102;0
@Casimiro https://t.co/hiO7pdQAcy corre que a casa caiu;BI E HEPTA CAMPEÃO!;MatheusMfmc;23/11/2020 13:34;;0;0;389;135;0
"esse ano a campanha do #jogabiliday é beneficente, com toda a arrecadação indo para o Instituto Arara Azul e o Instituto Homem Pantaneiro

doe, salve o pantanal, faça eles baterem mais meta, concorra a videogames https://t.co/jluJF8zDGB";lo-fi hiphop radio 24/7;poisony3k;23/11/2020 12:56;;0;0;108;32;1
"@wldkaiser @marsealnz Nicolas : Q top esse cabelo , gostei , vô te chamar de arara azul
(Ficou muito top) https://t.co/dEgwTQVl62";Xulinhaa;Xulinhaa3;23/11/2020 12:48;;0;2;1807;105;0
Você é amigo de Luciano Pozzan? Você é capaz de saber o que este homem é capaz de fazer? Luciano pozzan ja fez muitas coisas de errado, nossa equipe consegiu flagrar ele num ato impiedoso, pisando em uma pobre Arara-azul, veja a foto... Siga para mais podres @Pozzan18 https://t.co/XU5jKwpMNL;Podres;podrespodres;23/11/2020 10:12;Cia;1;1;5;1;-1
@BiodiversidadeB Uma arara azul;Daniel;dadabhoficial;23/11/2020 06:10;Belo Horizonte, Brasil;0;0;306;399;0
@LuisZanetini Sim, e a arara azul é verde;O tal do André 🇧🇼;jb_andre_;23/11/2020 02:51;Pato Branco & Chapecó capital;0;0;50;55;0
"O @jogabilidade tá fazendo uma Live de 48h. Toda a arrecadação vai pro Instituto Arara Azul e Instituto Homem Pantaneiro. Estão jogando Gartic Phone agora. Chorando de rir :P

https://t.co/WW14r6wujB";Juan Lopes;juanplopes;23/11/2020 02:30;Rio de Janeiro, Brasil;27;37;496;3289;1
Eu pago pau dms para a Arara Azul 🥰;Barroso;barrosogiovann;22/11/2020 23:05;Guarujá, Brasil;0;0;170;177;1
@LuvasFazenda12 bota uma arara azul para simbolizar que tem que proteger os animais e já era man;HBO Max BR (Não Oficial);HBOMAX_Brasil;22/11/2020 22:18;;0;0;57;685;1
Luan é padrinho do Instituto Arara Azul desde 2014 #OPantanalChama;Bru;opsluanjo;22/11/2020 22:14;;2;1;4723;20928;0
"""Isso aí ja é outro assunto, quero terminar de falar do Instituto arara azul primeiro"" KKKKKKKKKKKKKK #OPantanalChama";gi.;cheirinhols;22/11/2020 22:13;;0;0;3963;4040;0
Arara Azul merece toda atenção mesmo aaaaaaaaar #OPantanalChama;xoxo, Laisla Sharon 💓⚔️ #911;LoopyReasons;22/11/2020 20:48;Deus. Mãe. Stefani. Lucas.;0;0;896;2406;1
Comprei uma caneca tão linda da LS Shop tem arara azul... apaixonei  #OPantanalChama;Geovana ✌🏼😗;FcAmorinfinito1;22/11/2020 20:11;Santa Fé do Sul;0;0;1779;5710;0
"Arara Azul
O Instituto foi criado em 2003. Tem como principal finalidade, a conservação ambiental. Desenvolvido há 30 anos no Pantanal, mantendo as populações de araras azuis livre em seu ambiente natural. 
Doe: https://t.co/0u7kVd8jJC";Ana Luiza;detalhesslr;22/11/2020 19:49;;2;0;769;918;0
Uma música que traz paz: Arara Azul.;Andressa Jackiw;amjackiw;22/11/2020 19:35;;0;0;63;30;0
"É possível também, fazer doações em sites de institutos relacionados ao Pantanal. O Instituto Arara-Azul é um deles e está aberto para doações pequenas e grandes, oferecendo brindes para quem doar. 

https://t.co/njg6FlpZu1 #OPantanalChama https://t.co/TBkztOOARh";ٰbel;luancomacucar;22/11/2020 19:23;Pernambuco, Brasil;3;3;2081;3698;0
@Iuizyn MEU DEUS SIM ALSOSKWOSJESODK se n tem fofoca da rua tem fofoca de roubo de tomate e arara azul;𖨆 Sapphirus Fat Cat;petdeeboy;22/11/2020 19:01;Eu dou a patinha;0;0;129;153;-1
O @jogabilidade está fazendo uma live de jogos de 48h para arrecadar doações para o instituto Arara Azul e Homem pantaneiro! Vamos ajudar! @fiscaldoibama https://t.co/j9nj0hxcFd;Alvaro;AlvaroCN;22/11/2020 14:20;Brazil;0;0;494;216;0
Bom dia, sonhei que eu tinha adotado uma arara azul e ela era um amor, ficava desenhando na parede do meu quarto com um giz de cerca;Viih: Party (goth) Powerpuff Girl;elloria_;22/11/2020 14:07;Brasil;0;2;579;544;1
"Essas são as araras-azul-de-lear
Não são pets e estão entrando em estado de perigo de extinção. 

Vivem áreas rochosas e têm uma relação daora c gado (elas comem um tp de semente q o gado n digere aí elas comem da bosta dele)

Ah e elas não é a ararinha azul nem a arara azul https://t.co/wI9DTrECme";Luis;naoligo_eu;22/11/2020 13:10;Governador Valadares, Brasil;0;2;220;249;0
Eles tão fazendo uma live beneficente de 24 horas. Todas as doações feitas para o Jogabilidade durante esse período serão revertidas para o Instituto Arara Azul e Instituto Homem Pantaneiro, que atuam no combate aos danos causados pelos incêndios no Pantanal.;André Alcântara;AndreAlcantaraz;22/11/2020 12:43;Sergipe;0;2;367;365;0
"- 20 horas e 46 minutos, Revelado esquema de lavagem de dinheiro na Arara Azul
- 20 horas e 50 minutos, Meta surpresa foi criada de 30k
- 20 horas e 52 minutos, Outra meta foi descoberta, Jogabilidade vai comprar o Pantanal e formar o #JogabiliAnal.";\3))@;feijaoegostoso;22/11/2020 11:09;no data;0;1;358;14;0
@PauloVieiraReal A formiga seria bem útil eu acho , ou a Arara Azul, lindo lindo;Jennifer Messias;JenniferMessia5;22/11/2020 07:14;;0;0;162;6;1
"O meu cabelo tá meio verde, meio loiro, meio roxo e meio azul 
Deve ser por isso que a minha mãe tá me chamando de arara 🤡";Bruna;fuckinghoIt;22/11/2020 04:42;;0;1;266;756;0
@fastpxce EU TE AMO MEU XUXUZINHO MEU MAR MEU CEU MINHA ARARA AZUL OBRIGADA OBRIGADA OBRIGADA;𖣦;woozisart;22/11/2020 03:05;우지 • 키노 • 여상 ♡ ;0;1;295;282;0
Homem fiel igual eu é igual arara azul , uma espécie rara de se encontrar. 🥰;🆁🅾🅳🆁🅸🅶🅾🇦🇱;RodriigoDiias0;21/11/2020 23:55;🇩🇪;0;1;199;230;0
"@AngelaMerkel_DE Algo a declarar sobre a arara azul do Brasil??? É a nossa madeira???

https://t.co/vDBNAPegEF";Carol Alvis;CarolAlvis5;21/11/2020 23:55;;0;0;276;95;0
"tá rolando o #jogabiliday!

além de ser uma live que vai longe, o pessoal do @jogabilidade ta arrecadando doações em prol do Instituto Arara Azul e do Instituto Homem Pantaneiro!

VENHÃO!!
https://t.co/xgKn69UwaZ
https://t.co/xgKn69UwaZ

https://t.co/6Pd92UJgJ2";Pri Ganiko 🎃 de férias!;priganiko;21/11/2020 23:29;;17;88;1450;8347;0
@bunny_n_bees Olha nico, encontrei uma arara azul na floresta onde eu estava https://t.co/4eioedVgfP;Doug;DouglasThee;21/11/2020 23:17;;0;2;122;80;1
@BiiaahFN me da uma arara azul?;sentinela🐍;Sentinel4_;21/11/2020 22:52;;0;0;174;202;0
aaa uma arara azul ou um cachorrinho que fica pqn pra sempre aaa ou um pinguim tudo https://t.co/Gb5YE2PklL;marii⚯͛☂️;4_marii;21/11/2020 21:48;Hogwarts;0;0;3056;2314;0
"Traaaaaaa! 
Uma nova arara-azul 💙🗣🗣🗣 https://t.co/bxiAGnLxku";Arara-azul 💙;ivanpacificos;21/11/2020 20:36;Trindade, Brasil;0;10;82;74;0
ta blz vcs tem crush num tigre mas e eu q tenho crush numa arará azul      a jade;cadelinha do L;heryukboss;21/11/2020 19:50;♡;0;0;2886;2525;0
"@eutaysreis @InfosTaysReis Arara azul
TAYS ORGULHO NORDESTINO";Sr.pinguim🦅☀️👸🏿;Gomesjefffd;21/11/2020 19:46;;0;0;868;536;0
6. gosto de todo tipo de animal mas o oq eu acho mais foda eh a arara azul;Jair Menissias;jmenissias;21/11/2020 19:15;Brasília;0;0;158;1239;1
@LukduarteD To ligando o pc cabeça de arara azul banhada a coco de orangotango;Murii;muriiedits;21/11/2020 17:20;;0;1;10;9;0
Eu vi um homem atravessando a avenida com uma arara azul (viva, e de verdade) no ombro.;Denis Pessoa 🏳️‍🌈;denis_pessoa_;21/11/2020 14:07;São Paulo, Brasil;0;1;508;174;-1
Eu não tô vendo um cara com uma arara azul no ombro não né!;Dinho;viahDinho;21/11/2020 13:24;São Bernardo do Campo, Brasil;0;1;41;10;-1
@euchamaria Arara azul à passarinho pode? @Casimiro;BrunoCRVG;brnoooliveira;21/11/2020 13:05;;0;0;195;3;0
"@opropriofaka ""Governo Bolsonaro virou uma Arara-Azul de cor vermelha e instaurou um futebol com bolas quadradas no Brasil""
🤪🤪🤪🤪🤪🤪🤪";Ricardo Tadeu🇧🇷;rtlmj27;21/11/2020 02:36;;0;0;148;190;0
@MicheleOrnieski Eu queria pegar a camiseta da arara azul, só que fiquei em dúvidas, todas as estampas estão bonitas, aí peguei a da diversidade e uma caneca da arara;🦜Luana Yanka Caroline🐯;luanayanka7;21/11/2020 01:35;Luan seguiu 03/11/18;0;0;400;3860;0
@nenisvittar A Pablo tá parecendo uma arara azul quase em extinção 😄;Gilvan Costa;GilvanC90506219;21/11/2020 00:36;;0;0;41;0;0
A primeira coisa que vi por aqui foi um casal d arara azul sinceramente fodasse tudoh;edson_gomes-arvore.mp3🐦;Facocoisas;21/11/2020 00:36;;0;4;259;115;1
pato, arara azul, mc poze = a visão q a maria eduarda tem d mim;•cr: the kiss of deception;Iouiepsycho;20/11/2020 23:56; 𝐓𝐎𝐌𝐋𝐈𝐍𝐒𝐎𝐍;0;0;356;1644;0
@euchamaria Ih, chama a polícia pq ele vai querer colocar arara azul na churrasqueira;vinicks;vinickskkk;20/11/2020 23:23;;0;144;2104;1000;0
@raresinais doando no site do instituto arara azul O LUAN SANTANA;gab 🐙• 🕵🏽‍♀️•💥;gabsmonc;20/11/2020 22:51;Vila Velha, ES ;0;0;2331;2396;0
"doe qualquer valor pelo site do instituto arara azul: https://t.co/YUdALoIdW7

O LUAN SANTANA";gab 🐙• 🕵🏽‍♀️•💥;gabsmonc;20/11/2020 22:12;Vila Velha, ES ;0;0;2331;2396;0
comprei a camiseta da arara azul, achei tão maravilhosa, eu ia pegar a caneca mas já tem 790 canecas aqui em casa, ia guardar no rabo daí;𝑴𝒊𝒄𝒉𝒆𝒍𝒆 𝑶𝒓𝒏𝒊𝒆𝒔𝒌𝒊 🤓;MicheleOrnieski;20/11/2020 21:59;Ponta Grossa -PR;0;0;1112;1612;0
Como assim scrr as melhores notícias desta semana... a arara azul da Amazónia não está mais extinta há que amar ciência https://t.co/APjFWxXZcQ;Joana;joanabbx;20/11/2020 21:55;Lisboa, Portugal;0;1;150;117;0
"Três filhotes de arara-azul nascem por incubação artificial em zoo de Itatiba

De acordo com o zoo, é a primeira vez que a espécie se reproduz no local; arara-azul é uma das espécies que está ameaçada de extinção.

https://t.co/uFdKcaxkRX";JORNAL MAIS BRAGANÇA;MaisBraganca;20/11/2020 21:00;Bragança Paulista, Brasil;0;1;23;294;1
Arara azul é um dos bixo mais foda que tem aqui no Brasil, infelizmente a gente conseguiu colocar elas na lista de espécie em extinção,  muito foda que conseguiram fazer os bebê nascer assim https://t.co/qqtqls0Guo;Aucøne;audryameliot;20/11/2020 20:34;;0;0;484;457;1
eu aq me achando feia devia tá agradecendo por não ser um filhote de arara azul https://t.co/9hqlJKk75X;★ Carolina Duchannes;carrietlol;20/11/2020 20:27;BH - MG;0;3;1175;2053;-1
"Família reencontra Arara-azul Canindé que desapareceu em Barra Mansa 
#diariodovale #reencontrada #araraazulcanindé #barramansa
https://t.co/Gb65r7FwMx";DIÁRIO DO VALE;diariodovale;20/11/2020 20:09;Volta Redonda;0;1;96;12064;0
@mathbellion fodasse arara azul despenada;betinho;folklorexo;20/11/2020 18:38;ts;0;0;74;63;-1
@samuluizzz @g1 veterinária ok, mas arara azul???? Muito específico;SHESHEI;SHESHEI10;20/11/2020 18:29;Belo Horizonte, Brasil;0;0;88;63;0
@CostaYsmael Essa espécie em extinção é curiosa, por isso me chama a atenção, tipo ver uma arara azul, só que é menos agradável devido a burrice enraizada kkkkkkkkkkk;HALFBOMB;c4retinh4;20/11/2020 18:07;;0;0;203;150;0
@gatopretorr KKKKKKKKKKKKKKKKK raspei o saco ta so o courinho da arara azul;alice voltou de wonderland (a viagem foi terrivel);brdrlnalc;20/11/2020 18:02;salvador - ba;0;0;291;398;0
"@BTSxSUL @radionajua @BTS_twt @BTSxNORD @BTSxBRAZIL @BigHitEnt @BTSxSUD @BTSxCENT @BTSxNORTE @BTS_jp_official Ooi, @radionajua! Gostaríamos de ouvir o lançamento #LifeGoesOn do @BTS_twt na sua programação! Grate 💜 
#BTS_BE #LifeGoesOnWithBTS 

Arara Azul";Lizzaᴮᴱ ⁷;LyzJC;20/11/2020 17:51;Brasil;0;0;429;71;0
"Nasceram três filhotinhos de arara-azul no Zoológico de Itatiba.

Defendam e lutem pelos zoológicos, galera. Eles são fundamentais no país. https://t.co/zzImaSxnIy";Pedro Sobreiro;pedro_sobreiro;20/11/2020 17:41;;0;2;417;190;1
@rafaelNO2 @Beaksguy @NSense_p Eu vi isso numa matéria sobre filhotes de arara azul kkkkkkkkkkkkk;𝐒𝐦𝐢𝐭𝐡 𝐖;WinstonS984;20/11/2020 17:00;;0;2;28;4;1
"Que coisinha mais feia!

Três filhotes de arara-azul nascem por incubação artificial em zoo de Itatiba https://t.co/hjzPfZoxsT https://t.co/CLu3tD9tvZ";Peter Coast;vincentmoschen;20/11/2020 16:38;Luziânia, Brasil;0;2;1043;3345;-1
"Queria ser igual arara-azul, horrível filhote e lindo dps que cresce 
Mas foi ao contrário cmg https://t.co/VLcx1cVx90";𝔻 arrascaetta🇫🇷;D_arrascaetta;20/11/2020 16:36;Stm/PA;0;8;903;1168;1
Mano, eu queria ter uma Arara azul, bicho bonito pra caralho 😍;Nike Boy ⚫️⚪️;jemateusgarcia;20/11/2020 16:33;Campinas;0;0;2590;2715;1
"E a @ que disse que sonhou com um papagaio, mais era azul? 

Não seria uma arara? Kkkkkk";🏳️‍🌈 E. Fabrini 🇧🇷;elenfcgomes_;20/11/2020 16:11;Sombrio, Brasil;0;0;293;78;0
Que Maravilha !! Viva a nossa Fauna e Flora , preservar sempre  , vamos respeitar as outras espécies. Três filhotes de arara-azul nascem por incubação artificial em zoo de Itatiba https://t.co/r5MWavzdNL #G1 https://t.co/S3uQP7kP5S https://t.co/3CMngBVQAA;Antônio Vargas Neto;vargas_neto;20/11/2020 16:00;Salvador, Brasil;0;0;2067;307;1
MANO O BLUE NÃO É UMA ARARA AZUL! ELE É UMA ARARINHA AZUL MANO MEU DEUS QUE VIDA MENTIROSA;𝒜𝓃𝓃𝑒❀;Arettlesnake;20/11/2020 15:56;PVH city ;0;0;421;812;0
Arara azul em situação de barril https://t.co/HUnBOpiVqP;Laura Mamba 🤖🐍;LauraBitu;20/11/2020 15:30;Clube regatas de konha ;0;2;741;809;0
meu deus eu sonhei com arara azul????????????? https://t.co/s5x6Ojo9zB;mi le na;mlben10;20/11/2020 15:26;;0;10;275;387;1
@RitoSan__ Q três filhotes de arara-azul nasceram por incubação artificial em zoo de Itatiba;hikki;hikkinoon;20/11/2020 15:20;Brasília, Brasil;0;2;209;1256;1
"""Zooparque Itatiba registra nascimento inédito de arara-azul - Jornal de Vinhedo""

Ajude nossa causa: https://t.co/GuZBd6uzZI

#MudançasClimáticas #PolítcaAmbiental #MeioAmbiente #LicenciamentoAmbiental #AcordoDeParis #MOLDE
https://t.co/qLVEnxkvtD";MOLDE;MoldeLife;20/11/2020 15:17;Belo Horizonte, MG, Brasil;0;0;13;35;1
Eu tô apaixonada demais por esses filhotinhos feios de arara-azul! https://t.co/GGKrvLtxWK;'Nein, lesbich';MemingerL;20/11/2020 15:12;;0;0;327;317;1
3 filhotes de arara-azul nascem por incubação artificial no zoológico de KItatiba;gremiogaucho_;gremiogaucho3;20/11/2020 15:04;São Leopoldo ;0;2;3105;2610;0
Zooparque Itatiba registra nascimento inédito de arara-azul https://t.co/fbDqNYfaFC via @jornaldevinhedo;Instituto MAIS;InstitutoMAIS;20/11/2020 14:59;São Paulo;0;0;193;2981;0
"Ano com maior quantidade de queimadas de biomas brasileiros registradas nas últimas décadas, tráfico de animais, aquecimento global: 😴😴😴😴😴😴😴
Filhotes de arara-azul nascendo de incubação artificial pra preservar a biodiversidade: https://t.co/FWXpnd45pM https://t.co/7TNsV5IJdN";Computeiro;BernardJosBuen;20/11/2020 14:59;Assis Chateaubriand, Brasil;1;0;396;211;0
nossa senhora eu n fazia a mínima ideia que arara azul nascia mais feia que meu irmão, pqp que isso que bagulho feio https://t.co/Jus1JEUmuK;𝕾𝖆𝖇𝖗𝖎𝖓𝖆ⓟ;_sabrns;20/11/2020 14:57;Barueri, Brasil;0;0;546;191;-1
